00:06:08,http://tsrwood.ru/viktoria.html,Mozilla/2.0 (compatible; MSIE5.00; Windows 2007) (etc),Netscape 2.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/2.0 (compatible; MSIE5.00; Windows 2007),,,
00:10:59,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,FL1-119-240-108-115.gnm.mesh.ad.jp [ 119.240.108.115 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
00:14:02,,Linux,Mozilla 5.0,sp49-98-165-150.msd.spmode.ne.jp [ 49.98.165.150 ],,Mozilla/5.0 (Linux; Android 6.0; SO-02H Build/32.1.F.1.75) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36,,,
00:21:17,https://www.google.co.jp/,Windows NT ,Netscape 6.0,59-166-250-188.rev.home.ne.jp [ 59.166.250.188 ],,Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
00:33:49,http://www.santim.com.ua/news.html.1.3,Mozilla/5.0 (compatible; MSIE7.00; Windows 2003) (etc),Netscape 6.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/5.0 (compatible; MSIE7.00; Windows 2003),,,
00:34:52,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-40-77-167-70.search.msn.com [ 40.77.167.70 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
00:40:06,,Etc (robo),Google (robo),crawl-66-249-79-119.googlebot.com [ 66.249.79.119 ],,Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
00:45:42,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,p16143-ipngn1701fukuhanazo.fukushima.ocn.ne.jp [ 153.129.107.143 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
00:47:49,http://search.yahoo.co.jp/,Windows NT ,Netscape 6.0,KD124214249167.ppp-bb.dion.ne.jp [ 124.214.249.167 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,,
00:50:05,http://www.ozzys.jp/goods/100/m0013/s101/n9335/index2.htm,Linux,Netscape 6.0,sp49-104-20-18.msf.spmode.ne.jp [ 49.104.20.18 ],,Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; SonyEricssonSO-02C Build/4.0.1.C.1.24) AppleWebKit/533.1 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/533.1,,,
00:52:31,,Windows NT ,Netscape 6.0,202-229-50-207.ap-p27.canvas.ne.jp [ 202.229.50.207 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
00:53:30,http://entatta.com/ozzys/ozzys.html,Linux,Netscape 6.0,sp1-66-102-205.msc.spmode.ne.jp [ 1.66.102.205 ],,Mozilla/5.0 (Linux; U; Android 2.3.4; ja-jp; SonyEricssonSO-01C Build/4.0.1.C.1.31) AppleWebKit/533.1 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/533.1,,,
00:54:00,,Etc (robo),BaiDu (robo),baiduspider-220-181-108-121.crawl.baidu.com [ 220.181.108.121 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
01:02:15,,Macintosh,Netscape 6.0,h101-111-235-169.catv02.itscom.jp [ 101.111.235.169 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTMLÅC like Gecko) Version/5.0.6 Safari/533.22.3,,,
01:05:01,,Windows NT ,Netscape 6.0,softbank219170043160.bbtec.net [ 219.170.43.160 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
01:14:23,,Etc (robo),Google (robo),crawl-66-249-79-78.googlebot.com [ 66.249.79.78 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
01:20:43,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
01:42:34,http://www.zeushydro.ru/maslostancii/maslostanciya-27-23.html,Mozilla/2.0 (compatible; MSIE6.00; Windows 2006) (etc),Netscape 2.0,5.200.52.93 [ 5.200.52.93 ],,Mozilla/2.0 (compatible; MSIE6.00; Windows 2006),,,
01:47:28,https://womenknow.ru/161-secrets-communication-from-girls.html,Mozilla/4.0 (compatible; MSIE7.00; Windows 2008) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/4.0 (compatible; MSIE7.00; Windows 2008),,,
01:48:47,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,KD124213172114.ppp-bb.dion.ne.jp [ 124.213.172.114 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
01:48:56,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,KD124213172114.ppp-bb.dion.ne.jp [ 124.213.172.114 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTMLÅC like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
01:53:15,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
01:54:29,http://oooh.pro/seks-igrushki/seks-kukly,Mozilla/5.0 (compatible; MSIE6.00; Windows 2009) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/5.0 (compatible; MSIE6.00; Windows 2009),,,
01:58:14,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
02:00:21,http://sobervoditel.ru/usluga-trezviy-voditel/,Mozilla/8.0 (compatible; MSIE5.00; Windows 2007) (etc),Netscape 8.0,5.200.52.103 [ 5.200.52.103 ],,Mozilla/8.0 (compatible; MSIE5.00; Windows 2007),,,
02:07:54,,Linux,Mozilla 5.0,ngn3-ppp780.gunma.sannet.ne.jp [ 101.102.3.18 ],,Mozilla/5.0 (Linux; Android 6.0; SOV31 Build/32.1.C.0.333) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
02:08:53,http://lojy.ru/,Mozilla/8.0 (compatible; MSIE4.00; Windows 2004) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/8.0 (compatible; MSIE4.00; Windows 2004),,,
02:23:00,http://teplomodern.ru/2010/01/14/teplyj-pol-plen/korea/,Mozilla/5.0 (compatible; MSIE3.00; Windows 2004) (etc),Netscape 6.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2004),,,
02:35:53,http://mytravell.ru/mindalnoe-moloko,Mozilla/3.0 (compatible; MSIE3.00; Windows 2005) (etc),Netscape 3.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/3.0 (compatible; MSIE3.00; Windows 2005),,,
02:46:29,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A403 Safari/602.1 (etc),Netscape 6.0,KD106159038074.ppp-bb.dion.ne.jp [ 106.159.38.74 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A403 Safari/602.1,,,
02:46:36,http://www.ozzys.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A403 Safari/602.1 (etc),Netscape 6.0,KD106159038074.ppp-bb.dion.ne.jp [ 106.159.38.74 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A403 Safari/602.1,,,
02:52:30,http://converse-online.ru/catalog/index/women,Mozilla/2.0 (compatible; MSIE3.00; Windows 2006) (etc),Netscape 2.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/2.0 (compatible; MSIE3.00; Windows 2006),,,
02:52:30,https://mtf-perm.ru/products/ksenonovye-lampy-d4r-absolute,Mozilla/8.0 (compatible; MSIE6.00; Windows 2007) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/8.0 (compatible; MSIE6.00; Windows 2007),,,
02:57:09,,Windows NT ,Netscape 6.0,FL1-125-197-221-228.tky.mesh.ad.jp [ 125.197.221.228 ],,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/56.0.2924.76 Safari/537.36,,,
03:03:04,,Windows NT ,Netscape 6.0,U145226.ppp.dion.ne.jp [ 218.222.145.226 ],,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; YJTH3; rv:11.0) like Gecko,,,
03:09:48,,Windows XP,Netscape 6.0,tk3-802-10579.vw.sakura.ne.jp [ 27.134.242.83 ],,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/17.0 Firefox/17.0,,,
03:09:48,,Windows XP,Netscape 6.0,tk3-802-10579.vw.sakura.ne.jp [ 27.134.242.83 ],,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/17.0 Firefox/17.0,,,
