00:00:21,,Windows NT ,Netscape 6.0,ZP116113.ppp.dion.ne.jp [ 222.12.116.113 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/56.0.2924.87 Safari/537.36 Sleipnir/4.5.5,,,
00:02:26,,Windows NT ,Netscape 6.0,p144092-ipngn2601kokuryo.gunma.ocn.ne.jp [ 153.137.206.92 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
00:06:56,,Linux,Mozilla 5.0,KD111107156072.au-net.ne.jp [ 111.107.156.72 ],,Mozilla/5.0 (Linux; Android 6.0.1; KYV35 Build/202.0.2000) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36,,,
00:13:53,,Mozilla/5.0 (compatible; Dataprovider.com;) (etc),Mozilla 5.0,spider-5.lipperhey.com [ 142.4.218.156 ],,Mozilla/5.0 (compatible; Dataprovider.com;),,,
00:13:57,,Mozilla/5.0 (compatible; Dataprovider.com;) (etc),Mozilla 5.0,spider-5.lipperhey.com [ 142.4.218.156 ],,Mozilla/5.0 (compatible; Dataprovider.com;),,,
00:14:10,,Linux,Mozilla 5.0,spider-5.lipperhey.com [ 142.4.218.156 ],,Mozilla/5.0 (Linux; Android 5.1.1; SM-G925F Build/LMY47X) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36,,,
00:15:24,,Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (etc),Netscape 6.0,sp49-98-153-62.msd.spmode.ne.jp [ 49.98.153.62 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4,,,
00:16:23,,Etc (robo),Google (robo),crawl-66-249-79-83.googlebot.com [ 66.249.79.83 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
00:20:07,http://izvestia.fr,Mozilla/5.0 (compatible; MSIE4.00; Windows 2009) (etc),Netscape 6.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/5.0 (compatible; MSIE4.00; Windows 2009),,,
00:25:54,,Linux,Mozilla 5.0,sp49-98-171-189.msd.spmode.ne.jp [ 49.98.171.189 ],,Mozilla/5.0 (Linux; Android 6.0; SO-03G Build/32.1.E.1.71) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:28:24,http://oooh.pro/seks-igrushki,Mozilla/4.0 (compatible; MSIE3.00; Windows 2008) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.48.150 ],,Mozilla/4.0 (compatible; MSIE3.00; Windows 2008),,,
00:28:25,http://www.oborudunion.ru/i_store/s_22/tovary-proizvodstvenno-tehnicheskogo-naznacheniya.html,Mozilla/5.0 (compatible; MSIE7.00; Windows 2003) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/5.0 (compatible; MSIE7.00; Windows 2003),,,
00:30:45,https://smartfoxclub.ru/branch-fonvisina,Mozilla/7.0 (compatible; MSIE3.00; Windows 2002) (etc),Netscape 7.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/7.0 (compatible; MSIE3.00; Windows 2002),,,
00:36:46,http://monacofrance.net,Mozilla/6.0 (compatible; MSIE5.00; Windows 2006) (etc),Netscape 6.0,194.87.239.5 [ 194.87.239.5 ],,Mozilla/6.0 (compatible; MSIE5.00; Windows 2006),,,
00:36:56,http://bettingtips.pro/,Mozilla/7.0 (compatible; MSIE3.00; Windows 2007) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/7.0 (compatible; MSIE3.00; Windows 2007),,,
00:38:37,,Windows NT ,Netscape 6.0,i118-20-136-12.s04.a009.ap.plala.or.jp [ 118.20.136.12 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,,
00:38:55,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Mobile/14D27 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.16 (etc),Netscape 6.0,pa2dc1f.gunmnt01.ap.so-net.ne.jp [ 115.162.220.31 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Mobile/14D27 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.16,,,
00:39:03,http://worldcuisine.pro/,Mozilla/4.0 (compatible; MSIE6.00; Windows 2006) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/4.0 (compatible; MSIE6.00; Windows 2006),,,
00:44:15,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1 (etc),Netscape 6.0,61-21-28-202.rev.home.ne.jp [ 61.21.28.202 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML， like Gecko) Version/10.0 Mobile/14D27 Safari/602.1,,,
00:45:59,https://nochuem.ru,Mozilla/4.0 (compatible; MSIE3.00; Windows 2007) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/4.0 (compatible; MSIE3.00; Windows 2007),,,
00:45:59,http://oooh.pro/eroticheskoe-bele-odezhda/eroticheskie-kostyumy,Mozilla/2.0 (compatible; MSIE7.00; Windows 2002) (etc),Netscape 2.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/2.0 (compatible; MSIE7.00; Windows 2002),,,
00:46:44,,Windows NT ,Netscape 6.0,KD036008157064.ppp-bb.dion.ne.jp [ 36.8.157.64 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
00:48:02,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML， like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126247073012.14.panda-world.ne.jp [ 126.247.73.12 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML， like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
00:58:53,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML， like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126255070009.9.panda-world.ne.jp [ 126.255.70.9 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML， like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
01:01:08,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-98-152-208.msd.spmode.ne.jp [ 49.98.152.208 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTML， like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
01:02:05,http://www.google.co.jp/,Linux,Mozilla 5.0,sp49-98-152-208.msd.spmode.ne.jp [ 49.98.152.208 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-01G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTML， like Gecko) Version/4.0 Chrome/46.0.2490.76 Mobile Safari/537.36,,,
01:03:00,http://izvestia.fr,Mozilla/8.0 (compatible; MSIE6.00; Windows 2007) (etc),Netscape 8.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/8.0 (compatible; MSIE6.00; Windows 2007),,,
