00:01:08,http://ukrsmeta.ua/,Mozilla/6.0 (compatible; MSIE7.00; Windows 2007) (etc),Netscape 6.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/6.0 (compatible; MSIE7.00; Windows 2007),,,
00:17:16,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,softbank126145169184.bbtec.net [ 126.145.169.184 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
00:21:37,http://woman3050.ru/kak-vernut-lyubov-247/,Mozilla/4.0 (compatible; MSIE3.00; Windows 2004) (etc),Netscape 4.0,unspecified.mtw.ru [ 194.87.234.246 ],,Mozilla/4.0 (compatible; MSIE3.00; Windows 2004),,,
00:23:39,,Windows NT ,Netscape 6.0,202-229-50-207.ap-p27.canvas.ne.jp [ 202.229.50.207 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
00:28:39,http://profeservice.ru/index.php?cat=35,Mozilla/6.0 (compatible; MSIE6.00; Windows 2005) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.147.6 ],,Mozilla/6.0 (compatible; MSIE6.00; Windows 2005),,,
00:31:21,http://search.smt.docomo.ne.jp/result?MT=„Ç™„Ç∏„Éº„Ç∫&SID=000&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Mozilla 5.0,sp1-75-235-136.msb.spmode.ne.jp [ 1.75.235.136 ],,Mozilla/5.0 (Linux; Android 6.0; SO-02H Build/32.1.F.1.75) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36,,,
00:35:43,https://search.yahoo.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,FLH1Aam025.stm.mesh.ad.jp [ 133.205.219.25 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
00:38:01,,Linux,Netscape 6.0,KD106154007161.au-net.ne.jp [ 106.154.7.161 ],,Mozilla/5.0 (Linux; U; Android 4.4.2; ja-jp; SonySOL23 Build/14.3.C.0.300) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
00:38:26,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13E238 Safari/601.1 (etc),Netscape 6.0,i121-114-13-61.s05.a010.ap.plala.or.jp [ 121.114.13.61 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13E238 Safari/601.1,,,
00:42:48,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
00:45:29,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Mobile/14B72 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.12 (etc),Netscape 6.0,softbank060121119135.bbtec.net [ 60.121.119.135 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Mobile/14B72 YJApp-IOS jp.co.yahoo.ipn.appli/4.6.12,,,
00:51:05,,Linux,Netscape 6.0,sp49-98-161-41.msd.spmode.ne.jp [ 49.98.161.41 ],,Mozilla/5.0 (Linux; U; Android 4.2.2; ja-jp; F-01F Build/V27R56A) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
01:05:37,,Linux,Mozilla 5.0,p3173-ipbf303kokuryo.gunma.ocn.ne.jp [ 123.222.118.173 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-02G Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
01:13:03,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
01:28:40,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,ngn3-ppp1085.tokyo.sannet.ne.jp [ 157.192.204.69 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
01:36:13,,Windows NT ,Netscape 6.0,KD106174103071.ppp-bb.dion.ne.jp [ 106.174.103.71 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
01:50:37,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,softbank126218073210.bbtec.net [ 126.218.73.210 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
01:58:38,http://www.google.co.jp/,Linux,Mozilla 5.0,p3052-ipbf707kokuryo.gunma.ocn.ne.jp [ 118.7.138.52 ],,Mozilla/5.0 (Linux; Android 6.0.1; KYV35 Build/202.0.2000) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
02:01:50,,Etc (robo),Google (robo),crawl-66-249-79-83.googlebot.com [ 66.249.79.83 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
02:12:26,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-88.search.msn.com [ 157.55.39.88 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
02:15:33,,Mozilla/5.0 (compatible; SiteExplorer/1.1b; +http://siteexplorer.info/Backlink-Checker-Spider/) (etc),Mozilla 5.0,54.e1.2bd0.ip4.static.sl-reverse.com [ 208.43.225.84 ],,Mozilla/5.0 (compatible; SiteExplorer/1.1b; +http://siteexplorer.info/Backlink-Checker-Spider/),,,
02:32:35,http://xn--j1at1a.xn--p1ai/vyistavka-proektov-studentov-kolledzha-vo-dvorcze-molodezhi.html,Mozilla/3.0 (compatible; MSIE4.00; Windows 2002) (etc),Netscape 3.0,5.200.53.136 [ 5.200.53.136 ],,Mozilla/3.0 (compatible; MSIE4.00; Windows 2002),,,
02:34:52,,Linux,Mozilla 5.0,KD119104145018.au-net.ne.jp [ 119.104.145.18 ],,Mozilla/5.0 (Linux; Android 6.0.1; SO-02G Build/23.5.B.0.303) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
02:35:38,https://freedom.co.ua/lp-kids,Mozilla/2.0 (compatible; MSIE4.00; Windows 2006) (etc),Netscape 2.0,188.227.17.49 [ 188.227.17.49 ],,Mozilla/2.0 (compatible; MSIE4.00; Windows 2006),,,
02:35:41,,Etc (robo),Google (robo),crawl-66-249-79-115.googlebot.com [ 66.249.79.115 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
02:38:26,,Etc (robo),BaiDu (robo),baiduspider-220-181-108-116.crawl.baidu.com [ 220.181.108.116 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
