00:08:40,,Linux,Mozilla 5.0,p3173-ipbf303kokuryo.gunma.ocn.ne.jp [ 123.222.118.173 ],,Mozilla/5.0 (Linux; Android 6.0.1; SC-02G Build/MMB29M) AppleWebKit/537.36 (KHTML， like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36,,,
00:08:55,,Windows NT ,Netscape 6.0,fj196.net116254078.thn.ne.jp [ 116.254.78.196 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
00:12:37,http://search.smt.docomo.ne.jp/result?MT=繧ｪ繧ｸ繝ｼ繧ｺ&SID=c04&IND=000&TPLID=&UNIT=&URANK=&SPAGE=&PAGE=1,Linux,Mozilla 5.0,sp1-72-2-234.msc.spmode.ne.jp [ 1.72.2.234 ],,Mozilla/5.0 (Linux; Android 5.0.2; SO-02G Build/23.1.B.1.317) AppleWebKit/537.36 (KHTML， like Gecko) Version/4.0 Chrome/40.0.2214.89 Mobile Safari/537.36,,,
00:15:04,,Windows NT ,Netscape 6.0,M106073165160.v4.enabler.ne.jp [ 106.73.165.160 ],,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393,,,
00:17:35,http://ameblo.jp/ozzys-blog/entry-10059241324.html,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4 (etc),Netscape 6.0,KD106160021077.ppp-bb.dion.ne.jp [ 106.160.21.77 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML， like Gecko) GSA/22.0.141836113 Mobile/14C92 Safari/600.1.4,,,
00:17:46,,Windows NT ,Netscape 6.0,KD036008157064.ppp-bb.dion.ne.jp [ 36.8.157.64 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
00:17:56,,Windows NT ,Netscape 6.0,KD036008157064.ppp-bb.dion.ne.jp [ 36.8.157.64 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAFSJS; rv:11.0) like Gecko,,,
00:24:03,,Windows NT ,Netscape 6.0,fj196.net116254078.thn.ne.jp [ 116.254.78.196 ],,Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.87 Safari/537.36,,,
00:24:48,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1 (etc),Netscape 6.0,118-104-187-121.aichiwest1.commufa.jp [ 118.104.187.121 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML， like Gecko) Version/10.0 Mobile/14B100 Safari/602.1,,,
00:27:15,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML， like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182251253002.au-net.ne.jp [ 182.251.253.2 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML， like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
