00:04:45,,Windows NT ,Netscape 6.0,s225.135.21.1.ipda.vectant.ne.jp [ 1.21.135.225 ],,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
00:06:40,,Linux,Mozilla 5.0,O214229.ppp.dion.ne.jp [ 211.134.214.229 ],,Mozilla/5.0 (Linux; Android 6.0; SOV32 Build/32.1.C.0.364) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:08:48,,Linux,Mozilla 5.0,softbank126088249010.bbtec.net [ 126.88.249.10 ],,Mozilla/5.0 (Linux; Android 6.0; 501SO Build/32.1.D.0.386) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:10:19,,Windows XP,Netscape 6.0,KD121110216143.ppp-bb.dion.ne.jp [ 121.110.216.143 ],,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/49.0.2623.112 Safari/537.36,,,
00:13:03,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,sp49-97-100-88.msc.spmode.ne.jp [ 49.97.100.88 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
00:15:07,,Linux,Mozilla 5.0,i121-112-78-133.s41.a010.ap.plala.or.jp [ 121.112.78.133 ],,Mozilla/5.0 (Linux; Android 6.0.1; F-04G Build/V14R51E; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:15:07,,Windows NT ,Netscape 6.0,softbank126116111253.bbtec.net [ 126.116.111.253 ],,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,,
00:15:07,,Linux,Mozilla 5.0,i121-112-78-133.s41.a010.ap.plala.or.jp [ 121.112.78.133 ],,Mozilla/5.0 (Linux; Android 6.0.1; F-04G Build/V14R51E; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:18:15,http://banket-restoran.su/products/banketnye-blyuda-iz-ryby-myasa-i-garniry/banketnye-goryachie-blyuda-iz-myasa/product-ribay-zharenyy-tselikom-flambirovanyy-konyakom,Mozilla/6.0 (compatible; MSIE3.00; Windows 2002) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.48.121 ],,Mozilla/6.0 (compatible; MSIE3.00; Windows 2002),,,
00:18:51,http://pizza-tycoon.com/,X11,Mozilla 5.0,192.36.27.6 [ 192.36.27.6 ],,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/37.0.2062.120 Safari/537.36,,,
00:20:44,http://search.yahoo.co.jp/,Linux,Netscape 6.0,sp49-98-143-39.msd.spmode.ne.jp [ 49.98.143.39 ],,Mozilla/5.0 (Linux; Android 5.0.2; F-02G Build/V10R27A; wv) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 YJApp-ANDROID jp.co.yahoo.android.yjtop/3.2.17,,,
00:24:49,http://www.smith.jp/product/heddon/heddon_ss/heddon_ss.html,Linux,Mozilla 5.0,p278175-ipngn200707fukuokachu.fukuoka.ocn.ne.jp [ 124.102.212.175 ],,Mozilla/5.0 (Linux; Android 4.2.2; SO-04E Build/10.3.1.B.2.42) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:34:36,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182251252048.au-net.ne.jp [ 182.251.252.48 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTMLÅC like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
00:35:24,,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) (etc),Mozilla 5.0,msnbot-157-55-39-61.search.msn.com [ 157.55.39.61 ],,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),,,
00:36:19,,Windows NT ,Netscape 6.0,p79027f39.chibnt01.ap.so-net.ne.jp [ 121.2.127.57 ],,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,,,
00:55:19,https://aworlds.com/photos/photo2209.html,Mozilla/7.0 (compatible; MSIE6.00; Windows 2003) (etc),Netscape 7.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/7.0 (compatible; MSIE6.00; Windows 2003),,,
01:01:08,,Windows NT ,Netscape 6.0,amerintur.biz [ 195.154.236.135 ],,Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/34.0.1847.137 Safari/537.36,,,
01:08:00,http://visasuk.ru/application-fees-fiancee-wife.html,Mozilla/2.0 (compatible; MSIE6.00; Windows 2007) (etc),Netscape 2.0,194.87.239.5 [ 194.87.239.5 ],,Mozilla/2.0 (compatible; MSIE6.00; Windows 2007),,,
01:09:45,,Etc (robo),Google (robo),crawl-66-249-79-119.googlebot.com [ 66.249.79.119 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
01:13:42,http://www.google.co.jp/,Linux,Mozilla 5.0,google-proxy-66-249-82-154.google.com [ 66.249.82.154 ],1.1 Chrome-Compression-Proxy,Mozilla/5.0 (Linux; Android 6.0.1; HTV31 Build/MMB29M) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
01:16:34,http://www.ozzys.jp/goods/m0128/,Linux,Mozilla 5.0,KD182251254049.au-net.ne.jp [ 182.251.254.49 ],,Mozilla/5.0 (Linux; Android 5.0.2; SOT21 Build/23.1.G.2.151) AppleWebKit/537.36 (KHTMLÅC like Gecko) Version/4.0 Chrome/40.0.2214.89 Safari/537.36,,,
01:16:58,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126255133154.9.panda-world.ne.jp [ 126.255.133.154 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
01:17:38,http://www.ozzys.jp/,Windows XP,MSIE 6.0,192.187.108.186 [ 192.187.108.186 ],,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727),,,
01:37:04,https://www.dveri-vdom.ru/category/verda/,Mozilla/5.0 (compatible; MSIE6.00; Windows 2002) (etc),Netscape 6.0,unspecified.mtw.ru [ 194.87.238.17 ],,Mozilla/5.0 (compatible; MSIE6.00; Windows 2002),,,
01:42:29,http://ukrsmeta.ua/proverka-smet/,Mozilla/4.0 (compatible; MSIE6.00; Windows 2004) (etc),Netscape 4.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/4.0 (compatible; MSIE6.00; Windows 2004),,,
01:42:29,https://sks-ural.com/staty/kogda-neobhodima-zamena-schetchikov-vody/,Mozilla/8.0 (compatible; MSIE2.00; Windows 2002) (etc),Netscape 8.0,piterskiyua.example.com [ 178.159.43.212 ],,Mozilla/8.0 (compatible; MSIE2.00; Windows 2002),,,
01:45:23,,Macintosh,Netscape 6.0,h175-177-037-055.catv02.itscom.jp [ 175.177.37.55 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTMLÅC like Gecko) Version/5.0.6 Safari/533.22.3,,,
01:46:27,http://search.yahoo.co.jp/,Macintosh,Netscape 6.0,180-145-221-243f1.nar1.eonet.ne.jp [ 180.145.221.243 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTMLÅC like Gecko) Version/10.0.1 Safari/602.2.14,,,
01:49:31,,Macintosh,Netscape 6.0,h175-177-037-055.catv02.itscom.jp [ 175.177.37.55 ],,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTMLÅC like Gecko) Version/5.0.6 Safari/533.22.3,,,
01:57:39,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
02:04:08,http://profeservice.ru/index.php?cat=39,Mozilla/4.0 (compatible; MSIE3.00; Windows 2008) (etc),Netscape 4.0,ptr.ruvds.com [ 195.133.145.95 ],,Mozilla/4.0 (compatible; MSIE3.00; Windows 2008),,,
02:04:26,https://www.google.co.jp/,Linux,Mozilla 5.0,v016096.dynamic.ppp.asahi-net.or.jp [ 124.155.16.96 ],,Mozilla/5.0 (Linux; Android 6.0.1; SH-03G Build/SA130) AppleWebKit/537.36 (KHTMLÅC like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
02:07:08,,Linux,Netscape 6.0,KD111107174141.au-net.ne.jp [ 111.107.174.141 ],,Mozilla/5.0 (Linux; U; Android 4.4.2; ja-jp; SonySOL23 Build/14.3.C.0.300) AppleWebKit/534.30 (KHTMLÅC like Gecko) Version/4.0 Mobile Safari/534.30,,,
02:14:51,,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G34 Safari/601.1 (etc),Netscape 6.0,sp49-98-153-145.msd.spmode.ne.jp [ 49.98.153.145 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/601.1.46 (KHTMLÅC like Gecko) Version/9.0 Mobile/13G34 Safari/601.1,,,
02:22:32,http://www.balashiha-evakuator.ru/chto-nujno-znat-pri-zakaze-evakuatora-v-balashihe,Mozilla/5.0 (compatible; MSIE3.00; Windows 2009) (etc),Netscape 6.0,ptr.ruvds.com [ 195.133.144.24 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2009),,,
02:26:25,http://evakuatorvbalashiha.ru/ceny/,Mozilla/5.0 (compatible; MSIE6.00; Windows 2004) (etc),Netscape 6.0,ptr.5x00.com [ 193.124.131.168 ],,Mozilla/5.0 (compatible; MSIE6.00; Windows 2004),,,
02:30:08,,Etc (robo),Google (robo),crawl-66-249-79-78.googlebot.com [ 66.249.79.78 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
02:32:25,,Etc (robo),BaiDu (robo),baiduspider-220-181-108-95.crawl.baidu.com [ 220.181.108.95 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
02:36:56,,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),Hatena Antenna/0.5 (http://a.hatena.ne.jp/help) (etc),gw08.hatena.ne.jp [ 59.106.108.116 ],,Hatena Antenna/0.5 (http://a.hatena.ne.jp/help),,,
02:48:02,,Etc (robo),Inktomi (robo),b110137.yse.yahoo.net [ 68.180.228.239 ],,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),,,
03:01:42,,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1 (etc),Netscape 6.0,pw126236064080.12.panda-world.ne.jp [ 126.236.64.80 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTMLÅC like Gecko) Version/10.0 Mobile/14A456 Safari/602.1,,,
03:26:59,,Windows NT ,MSIE 8.0,www1313.sakura.ne.jp [ 219.94.162.153 ],,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),,,
