00:01:39,http://www.google.co.jp/,Linux,Mozilla 5.0,KD036012023091.au-net.ne.jp [ 36.12.23.91 ],,Mozilla/5.0 (Linux; Android 6.0; SO-01H Build/32.1.F.1.75) AppleWebKit/537.36 (KHTML， like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36,,,
00:03:50,,Etc (robo),Google (robo),crawl-66-249-79-123.googlebot.com [ 66.249.79.123 ],,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,,
00:07:13,,Etc (robo),BaiDu (robo),baiduspider-180-76-15-24.crawl.baidu.com [ 180.76.15.24 ],,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),,,
00:08:22,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML， like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,pw126247083223.14.panda-world.ne.jp [ 126.247.83.223 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML， like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
00:09:05,http://ssadko.ru/20-stoleshnica-iz-betona.html,Mozilla/8.0 (compatible; MSIE3.00; Windows 2003) (etc),Netscape 8.0,ptr.ruvds.com [ 195.133.147.89 ],,Mozilla/8.0 (compatible; MSIE3.00; Windows 2003),,,
00:14:58,,Linux,Netscape 6.0,sp1-72-9-125.msc.spmode.ne.jp [ 1.72.9.125 ],,Mozilla/5.0 (Linux; U; Android 4.4.2; ja-jp; SO-03F Build/17.1.1.B.3.240) AppleWebKit/534.30 (KHTML， like Gecko) Version/4.0 Mobile Safari/534.30,,,
00:16:48,https://www.google.co.jp/,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML， like Gecko) Version/10.0 Mobile/14C92 Safari/602.1 (etc),Netscape 6.0,KD182250245038.au-net.ne.jp [ 182.250.245.38 ],,Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML， like Gecko) Version/10.0 Mobile/14C92 Safari/602.1,,,
00:18:44,,Windows NT ,Netscape 6.0,catv91078.tac-net.ne.jp [ 202.216.191.78 ],,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; rv:11.0) like Gecko,,,
00:18:59,http://center-okna.ru/news/133-vybor-oblicovochnyh-materialov.html,Mozilla/5.0 (compatible; MSIE3.00; Windows 2005) (etc),Netscape 6.0,irobert.ballard.example.com [ 185.154.13.6 ],,Mozilla/5.0 (compatible; MSIE3.00; Windows 2005),,,
00:18:59,,Linux,Netscape 6.0,sp49-98-172-83.msd.spmode.ne.jp [ 49.98.172.83 ],,Mozilla/5.0 (Linux; U; Android 5.0.2; ja-jp; SH-01G Build/S8080) AppleWebKit/537.16 (KHTML， like Gecko) Version/4.0 Mobile Safari/537.16 Chrome/33.0.0.0,,,
